movieId,title,genres,tag,imdbId,tmdbId,director,cast,keywords
3556,"Virgin Suicides, The (1999)",Drama|Romance,sofiacoppola 1970s suicide,159097,1443.0,sofiacoppola,"['kirstendunst', 'joshhartnett', 'jameswoods']","['suicide', 'basedonnovelorbook', 'michigan', 'suicideattempt', '1970s', 'comingofage', 'suburb', 'lust', 'family', 'catholic', 'overprotectiveparent', 'teensuicide', 'femininity', 'womandirector', 'malegaze', 'anxious', 'cautionary', 'sisters', 'disheartening', 'foreboding']"
3557,Jennifer 8 (1992),Mystery|Thriller,,104549,10424.0,brucerobinson,"['andygarcía', 'lancehenriksen', 'umathurman']","['blindnessandimpairedvision', 'fight', 'victim', 'serialkiller', 'fallinginlove', 'seriesofmurders', 'policeofficer', 'surveillance', 'severedhand', 'citydump', 'witnesstoacrime', 'blindwoman', 'northerncalifornia', 'corruptcop', 'forensicevidence']"
3559,Limelight (1952),Comedy|Drama|Romance,innetflixqueue,44837,28971.0,charliechaplin,"['charliechaplin', 'clairebloom', 'nigelbruce']","['clown', 'balletdancer', 'blackandwhite']"
3563,"Crow: Salvation, The (2000)",Action|Horror,,132910,9456.0,bharatnalluri,"['ericmabius', 'kirstendunst', ""jodilyno'keefe""]","['martialarts', 'siblingrelationship', 'superhero', 'supernatural', 'crow', 'basedoncomic', 'sequel', 'revenge', 'vigilante', 'tragichero', 'electricchair', 'backfromthedead', 'sadist', 'scar', 'gothic', 'urbansetting', 'death', 'neo-noir', 'urbangothic', 'supernaturalpower', 'vigilantejustice', 'goodversusevil']"
3564,"Flintstones in Viva Rock Vegas, The (2000)",Children|Comedy,,158622,889.0,brianlevant,"['markaddy', 'stephenbaldwin', 'kristenjohnston']","['marriageproposal', 'waitress', 'flirt', 'stoneage', 'basedoncartoon', 'bestfriend', 'dinosaur']"
3565,Where the Heart Is (2000),Comedy|Drama,,198021,10564.0,mattwilliams,"['natalieportman', 'ashleyjudd', 'stockardchanning']","['california', 'baby', 'supermarket', 'change', 'pregnancy', 'oklahoma', 'pregnantminor', 'unwillinglypregnant', 'tennessee', 'teenagepregnancy', 'startingover']"
3566,"Big Kahuna, The (2000)",Comedy|Drama,business religion,189584,15723.0,johnswanbeck,"['kevinspacey', 'dannydevito', 'peterfacinelli']","['hotel', 'religionandsupernatural', 'basedonplayormusical', 'lubricant', 'salesman', 'dialogdriven']"
3567,Bossa Nova (2000),Comedy|Drama|Romance,,180837,19600.0,brunobarreto,"['amyirving', 'antôniofagundes', 'alexandreborges']",[]
3568,Smiling Fish and Goat on Fire (1999),Comedy|Romance,,162348,125537.0,kevinjordan,"['derickmartini', 'amyhathaway', 'stevenmartini']",[]
3569,"Idiots, The (Idioterne) (1998)",Comedy|Drama,,154421,452.0,larsvontrier,"['bodiljørgensen', 'jensalbinus', 'annelouisehassing']","['mentallydisabled', 'staging', 'normality', 'freedom', 'lifestyle', 'commune', 'testofcourage', 'idiot', 'publicity', 'socialcontrol', 'mockery', 'simulation', 'bodilydisabledperson', 'psychology', 'coercion', 'foundfootage', 'burlesque', 'ironic', 'dogme95', 'witty', 'semi-erectpenis', 'erectpenis']"
3571,Time Code (2000),Comedy|Drama,,220100,36234.0,mikefiggis,"['xanderberkeley', 'goldenbrooks', 'saffronburrows']","['jealousy', 'sexuality', 'manipulation', 'drugs', 'sabotage']"
3572,Carnosaur (1993),Horror|Sci-Fi,,106521,39283.0,adamsimon,"['dianeladd', 'raphaelsbarge', 'jenniferrunyon']","['gore', 'vegetarian', 'dinosaur', 'creditrollingdown']"
3573,Carnosaur 2 (1995),Horror|Sci-Fi,,112634,65460.0,louismorneau,"['johnsavage', 'cliffdeyoung', 'donstroud']","['tyrannosaurusrex', 'sequel', 'decapitation', 'dinosaur', 'raptor']"
3574,Carnosaur 3: Primal Species (1996),Horror|Sci-Fi,,115834,55667.0,jonathanwinfrey,"['scottvalentine', 'janetgunn', 'rickdean']","['tyrannosaurusrex', 'dinosaur', 'terrorism', 'raptor']"
3576,"Hidden, The (1987)",Action|Horror|Sci-Fi,,93185,12476.0,jacksholder,"['kylemaclachlan', 'michaelnouri', 'claudiachristian']","['mindcontrol', 'robbery', 'fbi', 'surrealism', 'heavymetal', 'humanbody', 'alienlife-form', 'parasite']"
3577,Two Moon Junction (1988),Drama|Romance,,96324,5241.0,zalmanking,"['sherilynfenn', 'richardtyson', 'louisefletcher']","['carnival', 'loveaffair', 'smutty', 'carnivalworker', 'eros']"
3578,Gladiator (2000),Action|Adventure|Drama,ancientrome epic history imdbtop250 revenge rome russellcrowe romans,172495,98.0,ridleyscott,"['russellcrowe', 'joaquinphoenix', 'connienielsen']","['epic', 'gladiator', 'rome,italy', 'arena', 'senate', 'romanempire', 'parentchildrelationship', 'emperor', 'slavery', 'ancientrome', 'revenge', 'battlefield', 'slaveauction', 'historicalfiction', 'ancientworld', 'combat', 'chariot', 'philosopher', 'barbarianhorde', '2ndcentury', 'successor', 'commodus', 'maximus', 'serene', 'defiant', 'gladiador']"
3580,Up at the Villa (2000),Drama,,153464,47724.0,philiphaas,"['kristinscottthomas', 'seanpenn', 'annebancroft']","['infidelity', 'upperclass', 'widow', 'refugee', 'blackmail', 'seduction', 'vacation', 'florence,italy', 'theft']"
3581,Human Traffic (1999),Comedy,,188674,11129.0,justinkerrigan,"['johnsimm', 'shaunparkes', 'nicolareynolds']","['salesclerk', 'boredom', 'fastfoodrestaurant', 'relationshipproblems', 'comingofage', 'relationship', 'drugs', 'alcoholabuse', 'fashion', 'groupoffriends', 'twentysomething', 'raveculture', 'cardiff', 'independentfilm']"
3584,Breathless (1983),Action|Drama|Romance|Thriller,,85276,1058.0,jimmcbride,"['richardgere', 'valériekaprisky', 'artmetrano']","['mexico', 'police', 'eroticism', 'quickie', 'suspicionofmurder', 'motel', 'seduction', 'finalexam', 'ontherun', 'losangeles,california', 'extramaritalaffair', 'takingashower', 'runawaycouple', 'simulatedsex', 'sexywoman', 'fugitivelovers']"
3586,The Idolmaker (1980),Drama|Romance,,80913,42159.0,taylorhackford,"['raysharkey', 'petergallagher', 'joepantoliano']","['musical', 'rockmusic']"
3587,Inferno (1980),Horror,,80923,16395.0,darioargento,"['leighmccloskey', 'irenemiracle', 'eleonoragiorgi']","['witch', 'death', 'videonasty']"
3590,"Lords of Flatbush, The (1974)",Comedy|Drama,,71772,38925.0,martindavidson,"['perryking', 'sylvesterstallone', 'henrywinkler']",[]
3591,Mr. Mom (1983),Comedy|Drama,,85970,13105.0,standragoti,"['michaelkeaton', 'terigarr', 'frederickkoehler']","['housewife', 'stay-at-homedad', 'detroit,michigan', 'adoring', 'amused', 'familiar']"
3592,"Time Masters (Maîtres du temps, Les) (1982)",Animation|Sci-Fi,,84315,22501.0,renélaloux,"['jeanvalmont', 'michelelias', 'frédériclegros']","['timetravel', 'spacetravel', 'rescuemission', 'alienplanet', 'adultanimation', 'lostchild']"
3593,Battlefield Earth (2000),Action|Sci-Fi,,185183,5491.0,rogerchristian,"['johntravolta', 'barrypepper', 'forestwhitaker']","['basedonnovelorbook', 'dystopia', 'post-apocalypticfuture', 'mining', 'fighterjet', 'distantfuture', 'alieninvasion', 'scientology', 'cavemen', 'bureaucrat', 'cityruin', 'distressing', 'inflammatory', 'matteroffact']"
3594,Center Stage (2000),Drama|Musical,,210616,10560.0,nicholashytner,"['amandaschull', 'zoesaldaña', 'petergallagher']","['career', 'newyorkcity', 'dance', 'dancer', 'competition', 'ball', 'balletdancer', 'entranceexamination', 'ballet', 'danceteacher']"
3596,Screwed (2000),Comedy,,156323,19419.0,scottalexander,"['normmacdonald', 'davechappelle', 'dannydevito']",[]
3597,Whipped (2000),Comedy,,174336,23531.0,peterm.cohen,"['amandapeet', 'brianvanholt', 'jonathanabrahams']","['diner', 'romanticrivalry', 'dating']"
3598,Hamlet (2000),Crime|Drama|Romance|Thriller,,171359,10688.0,michaelalmereyda,"['ethanhawke', 'kylemaclachlan', 'dianevenora']","['newyorkcity', 'fathermurder', 'lossoflovedone', 'father', 'videostore', 'shakespeareinmoderndress', 'hamlet', 'corporation']"
3599,Anchors Aweigh (1945),Comedy|Musical,,37514,17889.0,georgesidney,"['franksinatra', 'kathryngrayson', 'genekelly']","['newyorkcity', 'musical', 'cartoonmouse', 'liveactionandanimation']"
3604,Gypsy (1962),Musical,,56048,39391.0,mervynleroy,"['rosalindrussell', 'nataliewood', 'karlmalden']","['biography', 'stripper', 'basedonplayormusical', 'domineeringmother', 'burlesque']"
3606,On the Town (1949),Comedy|Musical|Romance,,41716,31516.0,genekelly,"['genekelly', 'franksinatra', 'bettygarrett']","['newyorkcity', 'musical', 'u.s.navy', 'coneyisland', 'sailor', 'newyorksubway', 'anthropologist', 'empirestatebuilding', 'turnstile', 'shoreleave']"
3608,Pee-wee's Big Adventure (1985),Adventure|Comedy,peeweeherman,89791,5683.0,timburton,"['paulreubens', 'e.g.daily', 'markholton']","['prenzlauerberg', 'darkcomedy', 'bicycle', 'tourguide', 'manchild', 'stolenbicycle', 'alamo', 'truckdriver', 'roadmovie', 'bullriding', 'sanantonio,texas']"
3609,Regret to Inform (1998),Documentary,,181786,113279.0,barbarasonneborn,"['barbarasonneborn', 'xuanngocnguyen']","['vietnam', 'womandirector', 'warwidow', 'deadhusband', 'vietnamesewoman']"
3614,Honeymoon in Vegas (1992),Comedy|Romance,,104438,12518.0,andrewbergman,"['nicolascage', 'sarahjessicaparker', 'jamescaan']","['gamblingdebt', 'hawaii', 'womanbetweentwomen', 'fearofcommitment', 'wedding', 'indecentproposal', 'exhilarated']"
3615,Dinosaur (2000),Adventure|Animation|Children,,130623,10567.0,ralphzondag,"['d.b.sweeney', 'alfrewoodard', 'ossiedavis']","['cataclysm', 'asteroid', 'villain', 'comet', 'migration', 'prehistory', 'prehistoriccreature', 'dinosaur', 'birth', 'death', 'nestinggrounds', 'cavern', 'lemur', 'mesozoic']"
3616,Loser (2000),Comedy|Romance,,217630,10642.0,amyheckerling,"['jasonbiggs', 'menasuvari', 'zakorth']","['college', 'lostandfound', 'olderbrotheryoungersister', 'womandirector', 'youngadult', 'collegestudent']"
3617,Road Trip (2000),Comedy,,215129,9285.0,toddphillips,"['breckinmeyer', 'seannwilliamscott', 'amysmart']","['politics', 'college', 'sexism', 'spermbank', 'blonde', 'roadtrip', 'crudehumor', 'politicallyincorrect', 'sorority', 'university', 'crosscountry', 'stoner', 'spermdonor', 'schoolbus', 'losingmoney', 'malevirgin', 'dormroom', 'sexcomedy', 'sextape', 'youngadult']"
3618,Small Time Crooks (2000),Comedy|Crime,,196216,10569.0,woodyallen,"['woodyallen', 'traceyullman', 'michaelrapaport']","['wife', 'bank', 'bankrobber', 'restaurant', 'pizzeria', 'pizza', 'bankrobbery', 'hoodlum']"
3619,"Hollywood Knights, The (1980)",Comedy,,80881,21879.0,floydmutrux,"['robertwuhl', 'tonydanza', 'frandrescher']","['halloween', 'teenmovie', 'beverlyhills', '1960s', 'dragrace']"
3622,"Twelve Chairs, The (1970)",Comedy,,66495,24918.0,melbrooks,"['ronmoody', 'franklangella', 'domdeluise']","['hiddenfortune', 'comedy']"
3623,Mission: Impossible II (2000),Action|Adventure|Thriller,,120755,955.0,johnwoo,"['tomcruise', 'dougrayscott', 'thandiwenewton']","['dyinganddeath', 'island', 'centralintelligenceagency(cia)', 'helicopter', 'computer', 'spain', 'undercover', 'skyscraper', 'secretmission', 'spy', 'secretidentity', 'ex-lover', 'secretagent', 'duel', 'lethalvirus', 'rescueteam', 'agent', 'researchlaboratory', 'basedontvseries', 'intense', 'amused']"
3624,Shanghai Noon (2000),Action|Adventure|Comedy|Western,,184894,8584.0,tomdey,"['jackiechan', 'owenwilson', 'lucyliu']","['princess', 'rescue', 'martialarts', 'nativeamerican', 'sioux', 'travel', 'chinese', 'cowboy', 'duringcreditsstinger', '19thcentury', 'actionhero', 'goodversusevil']"
3625,Better Living Through Circuitry (1999),Documentary,,207998,47295.0,jonreiss,[],[]
3626,8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women) (1999),Comedy,,154443,11332.0,petergreenaway,"['johnstanding', 'matthewdelamere', 'vivianwu']","['lossoflovedone', 'harem', 'illegalprostitution', 'fathersonrelationship']"
3627,Carnival of Souls (1962),Horror|Thriller,,55830,16093.0,herkharvey,"['candacehilligoss', 'herkharvey', 'sidneyberger']","['organ', 'carcrash', 'bmovie', 'femaleprotagonist', 'psychotronic', 'organmusic']"
3628,Flying Tigers (1942),Action|Drama|Romance|War,,34742,29372.0,davidmiller,"['johnwayne', 'johncarroll', 'annalee']","['nurse', 'worldwarii', 'fighterpilot', 'commander', 'aviator', 'dangerousmission', 'fighterpilots']"
3629,"Gold Rush, The (1925)",Adventure|Comedy|Romance,mining,15864,962.0,charliechaplin,"['charliechaplin', 'mackswain', 'tommurray']","['dance', 'worker', 'gold', 'river', 'thanksgiving', 'goldrush', 'love', 'alaska', 'cabin', 'blackandwhite', 'silentfilm', 'klondike', 'dancehall']"
3632,Monsieur Verdoux (1947),Comedy|Crime,,39631,30588.0,charliechaplin,"['charliechaplin', 'madycorrell', 'allisonroddan']","['marriage', 'darkcomedy', 'villain', 'polygamy', 'greatdepression', 'basedontruestory', 'filmnoir', 'blackandwhite', 'stockmarketcrash', 'coldbloodedkiller', '1930s']"
3633,On Her Majesty's Secret Service (1969),Action|Adventure|Romance|Thriller,,64757,668.0,peterr.hunt,"['georgelazenby', 'dianarigg', 'tellysavalas']","['daughter', 'suicide', 'london,england', 'basedonnovelorbook', 'england', 'espionage', 'secretmission', 'secretidentity', 'switzerland', 'newidentity', 'honeymoon', 'secretorganization', 'villain', 'secretlab', 'familyhistory', 'snowstorm', 'mi6', 'killer', 'britishsecretservice', 'snowskiing', 'alpsmountains', 'aftercreditsstinger']"
3634,Seven Days in May (1964),Thriller,,58576,23518.0,johnfrankenheimer,"['burtlancaster', 'kirkdouglas', 'fredricmarch']","['thewhitehouse', 'basedonnovelorbook', 'general', 'kidnapping', 'coldwar', 'pentagon', ""coupd'etat"", 'u.s.airforce', 'conspiracy', 'blackandwhite', 'desert', 'secretservice', 'u.s.marine', 'nuclearweapons', 'jointchiefsofstaff', 'politicalthriller']"
3635,"Spy Who Loved Me, The (1977)",Action|Adventure|Thriller,,76752,691.0,lewisgilbert,"['rogermoore', 'barbarabach', 'curdjürgens']","['sea', 'egypt', 'assassination', 'basedonnovelorbook', 'cairo', 'submarine', 'england', 'tanker', 'spy', 'massmurder', 'secretintelligenceservice', 'pyramid', 'villain', 'kgb', 'nuclearmissile', 'sphinx', 'sardinia,italy', 'warhead', 'jetski', 'utopia', 'secretagent', 'murder', 'terrorism', 'shark', 'killer', 'britishsecretservice', 'snowskiing']"
3637,Vagabond (Sans toit ni loi) (1985),Drama,,89960,44018.0,agnèsvarda,"['sandrinebonnaire', 'machaméril', 'yolandemoreau']","['homelessperson', 'freedom', 'southernfrance', 'deadbody', 'drifter', 'toldinflashback', 'vagrant', 'womandirector']"
3638,Moonraker (1979),Action|Adventure|Sci-Fi|Thriller,,79574,698.0,lewisgilbert,"['rogermoore', 'loischiles', 'michaellonsdale']","['spacemarine', 'basedonnovelorbook', 'venice,italy', 'massmurder', 'riodejaneiro', 'spacesuit', 'marcussquare', 'spacebattle', 'secretbase', 'gondola', 'laser', 'spacetravel', 'utopia', 'boatchase', 'mi6', 'astronaut', 'britishsecretservice', 'spaceshuttle', 'cablecar']"
3639,"Man with the Golden Gun, The (1974)",Action|Adventure|Thriller,,71807,682.0,guyhamilton,"['rogermoore', 'christopherlee', 'brittekland']","['gold', 'exoticisland', 'martialarts', 'assassin', 'london,england', 'basedonnovelorbook', 'england', 'hitman', 'secretmission', 'villain', 'bangkok,thailand', 'thailand', 'floatplane', 'karate', 'hongkong', 'duel', 'secretservice', 'aftercreditsstinger', 'absurd', 'amused']"
3640,"King in New York, A (1957)",Comedy|Drama,,50598,28973.0,charliechaplin,"['charliechaplin', 'maxineaudley', 'jerrydesmonde']","['revolution', 'satire', 'salesman', 'blackandwhite', 'king']"
3641,"Woman of Paris, A (1923)",Drama,,14624,28974.0,charliechaplin,"['ednapurviance', 'clarencegeldart', 'carlmiller']","['affectation', 'blackandwhite', 'silentfilm', 'pearlnecklace', 'highsociety', 'railroadstation', 'bitter']"
3643,"Fighting Seabees, The (1944)",Action|Drama|War,,36824,22994.0,edwardludwig,"['johnwayne', 'susanhayward', ""denniso'keefe""]","['worldwarii', 'u.s.navy', 'pacificisland', 'constructionworker', 'seabees', 'battalion']"
3646,Big Momma's House (2000),Comedy,,208003,9600.0,rajagosnell,"['martinlawrence', 'nialong', 'paulgiamatti']","['undercover', 'fbi', 'disguise', 'impersonation']"
3648,"Abominable Snowman, The (Abominable Snowman of the Himalayas, The) (1957)",Horror|Sci-Fi,,50095,38006.0,valguest,"['forresttucker', 'petercushing', 'arnoldmarlé']","['himalayamountainrange', 'expedition', 'mystic', 'yeti', 'cryptozoology', 'blackandwhite', 'monastery', 'mountainclimbing', 'avalanche']"
3649,American Gigolo (1980),Drama,,80365,2768.0,paulschrader,"['richardgere', 'laurenhutton', 'héctorelizondo']","['infidelity', 'detective', 'suspicionofmurder', 'gigolo', 'callboy', 'murder', 'losangeles,california', 'gaytheme']"
3652,"City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella città dei morti viventi) (1980)",Horror,,81318,24920.0,luciofulci,"['christophergeorge', 'catrionamaccoll', 'carlodemejo']","['suicide', 'cemetery', 'supernatural', 'surrealism', 'psychicpower', 'priest', 'zombie', 'demon', 'livingdead']"
3653,"Endless Summer, The (1966)",Documentary,,60371,21.0,brucebrown,"['michaelhynson', 'robertaugust', 'lordjamesblears']","['surfing', 'surfer', 'surfboard', 'tahiti', 'nigeria', 'surf', 'sportsdocumentary', 'capetown,southafrica', 'travelogue', 'ghana', 'waikiki']"
3654,"Guns of Navarone, The (1961)",Action|Adventure|Drama|War,,54953,10911.0,j.leethompson,"['gregorypeck', 'davidniven', 'anthonyquinn']","['army', 'basedonnovelorbook', 'fort', 'allies', 'worldwarii']"
3655,Blow-Out (La grande bouffe) (1973),Drama,,70130,10102.0,marcoferreri,"['marcellomastroianni', 'ugotognazzi', 'michelpiccoli']","['suicide', 'callgirl', 'childhoodfriends', 'grotesque']"
3658,Quatermass and the Pit (1967),Horror|Sci-Fi,,62168,26912.0,roywardbaker,"['andrewkeir', 'jamesdonald', 'barbarashelley']","['spacecraft', 'london,england', 'professor', 'paleontology', 'riot', 'londonunderground', 'martian', 'scientist', 'basedontvseries']"
3660,Puppet Master (1989),Horror|Sci-Fi|Thriller,,98143,26953.0,davidschmoeller,"['paullemat', 'williamhickey', 'irenemiracle']","['puppet', 'murder', 'olddarkhouse', 'darkfairytale', 'mysticism']"
3661,Puppet Master II (1991),Horror|Sci-Fi|Thriller,,100438,26954.0,davidallen,"['elizabethmaclellan', 'collinbernsen', 'stevewelles']","['hotel', 'puppet', 'sequel', 'flashback', 'zombie']"
3662,Puppet Master III: Toulon's Revenge (1991),Horror|Sci-Fi|Thriller,,102728,26956.0,daviddecoteau,"['guyrolfe', 'richardlynch', 'ianabercrombie']","['nazi', 'puppet', 'revenge', 'nazioccultism']"
3663,Puppet Master 4 (1993),Horror|Sci-Fi|Thriller,,107899,26957.0,jeffburr,"['gordoncurrie', 'chandrawest', 'ashadams']","['puppet', 'sequel']"
3664,Puppet Master 5: The Final Chapter (1994),Horror|Sci-Fi|Thriller,,110916,26958.0,jeffburr,"['gordoncurrie', 'chandrawest', 'ianogilvy']","['hotel', 'puppet', 'sequel', 'evildoll', 'demon', 'egyptianmythology']"
3667,Rent-A-Cop (1988),Action|Comedy|Crime,,95977,80287.0,jerrylondon,"['burtreynolds', 'lizaminnelli', 'jamesremar']","['prostitute', 'shootout']"
3668,Romeo and Juliet (1968),Drama|Romance,,63518,6003.0,francozeffirelli,"['leonardwhiting', 'oliviahussey', 'johnmcenery']","['secretlove', 'newlove', ""loveofone'slife"", 'femalelover', 'forbiddenlove', 'lovers', 'basedonplayormusical', 'tragedy', 'crush', 'romeo&juliet', 'tragic']"
3669,Stay Tuned (1992),Comedy,,105466,23939.0,peterhyams,"['johnritter', 'pamdawber', 'jeffreyjones']","['mouse', 'hell', 'gameshow', 'musicvideo', 'swordfight', 'traincrash', 'spoof', 'catandmouse', 'televison', 'liveactionandanimation', 'satellitedish']"
3671,Blazing Saddles (1974),Comedy|Western,darkhumor easygoing silly,71230,11072.0,melbrooks,"['cleavonlittle', 'genewilder', 'slimpickens']","['governor', 'saloon', 'gun', 'parody', 'marchingband', 'breakingthefourthwall', 'spoof', 'racism', 'railroad', 'interruptedhanging', 'cowboy', 'westerntown', 'westernspoof', 'ceremony', 'frontiertown', 'saloongirl', 'coot', 'self-referential', 'satirical', 'anarchiccomedy', 'anachronistic', 'farting']"
3672,Benji (1974),Adventure|Children,,71206,23069.0,joecamp,"['patsygarrett', 'allenfiuzat', 'cynthiasmith']","['rescue', 'hostage', 'affection', 'dog', 'benji', 'pets', 'doghero']"
3673,Benji the Hunted (1987),Adventure|Children,,92638,21299.0,joecamp,"['benjean', 'redsteagall', 'frankinn']","['hunter', 'wilderness', 'cougar', 'lostatsea', 'benji']"
3674,For the Love of Benji (1977),Adventure|Children|Comedy|Drama,,76044,38802.0,joecamp,"['benjean', 'patsygarrett', 'cynthiasmith']",[]
3675,White Christmas (1954),Comedy|Musical|Romance,christmas,47673,13368.0,michaelcurtiz,"['bingcrosby', 'dannykaye', 'rosemaryclooney']","['siblingrelationship', 'showbusiness', 'musical', 'sister', 'matchmaking', 'postworldwarii', 'songanddance', 'floorshow', 'skilodge', 'christmas', 'failingbusiness', 'sisteract', 'warbuddies', 'retiredgeneral']"
3676,Eraserhead (1977),Drama|Horror,innetflixqueue arthouse atmospheric creepy cryptic dark disturbing dreamlike enigmatic fuckedup gruesome hallucinatory insane paranoid strange surreal weird,74486,985.0,davidlynch,"['jacknance', 'charlottestewart', 'allenjoseph']","['baby', 'nightmare', 'mutant', 'claustrophobia', 'parents-in-law', 'pencil', 'surrealism', 'blackandwhite', 'torture', 'parallelworld']"
3677,Baraka (1992),Documentary,,103767,14002.0,ronfricke,['patrickdisanto'],"['prayer', 'indigenous', 'community', 'time', 'spirituality', 'pagan', 'culture', 'poeticdocumentary']"
3678,"Man with the Golden Arm, The (1955)",Drama,,48347,541.0,ottopreminger,"['franksinatra', 'eleanorparker', 'kimnovak']","['prison', 'drugdealer', 'undergroundworld', 'jazz', 'poker', 'senseofguilt', 'gambling', 'insanity', 'junkie', 'ex-lover', 'suspicionofmurder', 'rehabilitation', 'wheelchair', 'coldturkey', 'drums']"
3679,"Decline of Western Civilization, The (1981)",Documentary|Musical,,82252,21137.0,penelopespheeris,"['eugenetatu', 'alicebag', 'claudebessy']","['nihilism', 'self-destruction', 'midnightmovie', 'interview', 'punkrock', 'losangeles,california', 'subculture', 'punkband', 'womandirector', 'teenrebel', 'livemusic', 'diyculture', 'undergroundmusic', 'independentcinema', 'slamdancing']"
3680,"Decline of Western Civilization Part II: The Metal Years, The (1988)",Documentary,,94980,36724.0,penelopespheeris,"['davemustaine', 'ozzyosbourne', 'chrisholmes']","['punkrock', 'heavymetal', 'anarchist', 'socialcommentary', 'anthropology', 'anti-social', 'thrashmetal', 'womandirector']"
3681,For a Few Dollars More (Per qualche dollaro in più) (1965),Action|Drama|Thriller|Western,,59578,938.0,sergioleone,"['clinteastwood', 'leevancleef', 'gianmariavolonté']","['bountyhunter', 'potsmoking', 'ruralarea', 'spaghettiwestern', 'righthandman', 'piano']"
3682,Magnum Force (1973),Action|Crime|Drama|Thriller,,70355,10648.0,tedpost,"['clinteastwood', 'halholbrook', 'mitchellryan']","['uniform', 'sanfrancisco,california', 'arbitrarylaw', 'investigation', 'inspector', 'vigilante', 'badcop', 'policecorruption', 'policevigilantism', 'revolver', 'motorcyclecop', 'deathsquads']"
3683,Blood Simple (1984),Crime|Drama|Film-Noir,coenbrothers,86979,11368.0,joelcoen,"['johngetz', 'francesmcdormand', 'danhedaya']","['husbandwiferelationship', 'boss', 'texas', 'lover', 'employee', 'money', 'killer', 'doublecross', 'extramaritalaffair', 'shallowgrave', 'privatedetective', 'hiredkiller', 'neo-noir', 'satirical']"
3684,"Fabulous Baker Boys, The (1989)",Drama|Romance,,97322,10875.0,stevekloves,"['michellepfeiffer', 'jeffbridges', 'beaubridges']","['success', 'liquor', 'aspiringsinger', 'singer', 'playingpiano', 'nightclubsinger', 'nightclubentertainer', 'nightclubact', 'nightclubperformer', 'instrumentaljazz', 'selfreflection', 'brotherbrotherrelationship', 'musicalduo', 'strugglingmusician', 'brothers', 'pianoplayer']"
3685,Prizzi's Honor (1985),Comedy|Drama|Romance,,89841,2075.0,johnhuston,"['jacknicholson', 'kathleenturner', 'robertloggia']","['hitman', 'gangster', 'lovers', 'killer', 'desperate']"
3686,Flatliners (1990),Horror|Sci-Fi|Thriller,,99582,1551.0,joelschumacher,"['kiefersutherland', 'juliaroberts', 'kevinbacon']","['lifeanddeath', 'afterlife', 'hauntedbythepast', 'medicalstudent', 'near-deathexperience', 'collegestudent', 'medicalexperiment']"
3687,Light Years (Gandahar) (1988),Adventure|Animation|Fantasy|Sci-Fi,,95525,22500.0,renélaloux,"['catherinechevallier', 'pierre-marieescourrou', 'annyduperey']","['utopia', 'invasion', 'surrealism', 'robot', 'adultanimation', 'visualpoetry']"
3688,Porky's (1982),Comedy,,84522,10246.0,bobclark,"['danmonahan', 'markherrier', 'wyattknight']","['virgin', 'florida', 'everglades', 'stripper', 'lossofvirginity', 'redneck', 'school', 'hijinks', 'racism', 'lust', 'peepingtom', 'teaching', 'misadventure', 'sexcomedy', 'voyeurism', 'duringcreditsstinger', 'virginity', '1950s', 'groupshower']"
3689,Porky's II: The Next Day (1983),Comedy,,86129,19698.0,bobclark,"['danmonahan', 'wyattknight', 'markherrier']","['kukluxklan', 'lust', 'religiousfundamentalism', 'teaching', 'misadventure', 'duringcreditsstinger']"
3690,Porky's Revenge (1985),Comedy,,89826,23919.0,jameskomack,"['danmonahan', 'wyattknight', 'tonyganios']",['misadventure']
3691,Private School (1983),Comedy,,86143,18835.0,noelblack,"['phoebecates', 'betsyrussell', 'matthewmodine']","['highschool', 'privateschool', 'comingofage', 'friends', 'hijinks', 'drag', 'voyeurism']"
3692,Class of Nuke 'Em High (1986),Comedy|Horror,,90849,26554.0,lloydkaufman,"['janellebrady', 'gilbrenton', 'robertprichard']","['monster', 'bmovie', 'schoolshooting']"
3693,"Toxic Avenger, The (1985)",Comedy|Horror,,90190,15239.0,lloydkaufman,"['andreemaranda', 'mitchcohen', 'jenniferprichard']","['pollution', 'corruption', 'newjersey', 'sadism', 'superhero', 'antihero', 'mayor', 'bullying', 'grindhouse', 'revenge', 'murder', 'toxic', 'persononfire', 'workout', 'healthclub', 'rabidanger', 'disfiguredface', 'superherospoof', 'strongman', 'carrunover', 'shockhumor', 'publichumiliation', 'vigilantism', 'absurdist', 'blindwoman', 'toxicwaste', 'killerasprotagonist', 'lighthearted', 'absurdisthumor', 'absurd', 'ridiculous']"
3694,"Toxic Avenger, Part II, The (1989)",Comedy|Horror,,98503,28165.0,michaelherz,"['ronfazio', 'johnaltamura', 'phoebelegere']","['japan', 'newjersey', 'superhero', 'gore', 'sequel', 'spoof']"
3695,"Toxic Avenger Part III: The Last Temptation of Toxie, The (1989)",Comedy|Horror,,98502,28169.0,michaelherz,"['ronfazio', 'johnaltamura', 'rickcollins']","['superhero', 'gore', 'satire', 'sequel', 'spoof', 'camp']"
